company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
/organization/cytiva-software,Cytiva Software,|Services|Recruiting|Information Technology|Software|,Software,USA,CA,SF Bay Area,Emeryville,/organization/taleo,Taleo,|Video on Demand|Recruiting|Career Management|Software|,Software,USA,CA,SF Bay Area,Dublin,2/1/2011 0:00,2011-02,2011-Q1,2011,11000000,USD
/organization/cytopeia,Cytopeia,|Biotechnology|,Biotechnology,USA,WA,Seattle,Seattle,/organization/becton-dickinson,Becton Dickinson,|Biotechnology|,Biotechnology,USA,NJ,Newark,Franklin Lakes,5/12/2008 0:00,2008-05,2008-Q2,2008,43050000,USD
/organization/cytosport,CytoSport,|Consumer Goods|Nutrition|Sporting Goods|,Consumer Goods,USA,CA,SF Bay Area,Benicia,/organization/hormel-foods,Hormel Foods,|Manufacturing|Food Processing|Consumer Goods|,Food Processing,USA,MN,"Rochester, Minnesota",Austin,7/1/2014 0:00,2014-07,2014-Q3,2014,450000000,USD
/organization/cyveillance,Cyveillance,|Security|,Security,USA,VA,"Washington, D.C.",Fairfax,/organization/qinetiq,QinetiQ,|Space Travel|Cyber Security|Aerospace|Defense|,Space Travel,USA,VA,"Washington, D.C.",Arlington,5/6/2009 0:00,2009-05,2009-Q2,2009,80000000,USD
/organization/cyvek,CyVek,|Clinical Trials|Life Sciences|Biotechnology|,Life Sciences,USA,CT,Hartford,Wallingford,/organization/techne-corporation,Bio-Techne,|Medical Devices|Manufacturing|Biotechnology|,Biotechnology,USA,MN,Minneapolis,Minneapolis,11/4/2014 0:00,2014-11,2014-Q4,2014,195000000,USD
/organization/cyvera,Cyvera,|Information Security|Security|,Security,ISR,,Tel Aviv,Tel Aviv,/organization/palo-alto-networks,Palo Alto Networks,|Communications Hardware|Network Security|Security|,Communications Hardware,USA,CA,SF Bay Area,Santa Clara,3/24/2014 0:00,2014-03,2014-Q1,2014,200000000,USD
/organization/dad,DAD,|Advertising|,Advertising,GBR,,London,London,/organization/sapientnitro,SapientNitro,|Enterprise Software|,Enterprise Software,USA,MA,Boston,Boston,9/8/2011 0:00,2011-09,2011-Q3,2011,26000000,GBP
/organization/dailycandy,DailyCandy,|Curated Web|,Curated Web,,,,,/organization/comcast,Comcast,|Web Hosting|,Web Hosting,USA,PA,Philadelphia,Philadelphia,8/5/2008 0:00,2008-08,2008-Q3,2008,125000000,USD
/organization/dailymotion,Dailymotion,|Hardware|Social Media|Video|News|,Hardware,,,,,/organization/orange,Orange,|Telecommunications|Mobile|,Telecommunications,ESP,,Madrid,Madrid,2/22/2013 0:00,2013-02,2013-Q1,2013,168000000,USD
/organization/dailystrength,DailyStrength,|Curated Web|,Curated Web,USA,CA,Los Angeles,Los Angeles,/organization/hsw-international,HSW International,|Curated Web|,Curated Web,USA,GA,Atlanta,Atlanta,12/3/2008 0:00,2008-12,2008-Q4,2008,3125000,USD
/organization/dainese,Dainese,|Specialty Retail|Public Safety|Sporting Goods|,Sporting Goods,ITA,,ITA - Other,Molveno,/organization/investcorp-gulf-investments,Investcorp Gulf Investments,,,USA,NY,New York City,New York,11/5/2014 0:00,2014-11,2014-Q4,2014,163000000,USD
/organization/dako-denmark,Dako Denmark,|Biotechnology|,Biotechnology,DNK,,DNK - Other,Glostrup,/organization/agilent,Agilent Technologies,|Hardware|Computers|Biotechnology|,Biotechnology,USA,DE,"Wilmington, Delaware",Wilmington,6/21/2012 0:00,2012-06,2012-Q2,2012,2200000000,USD
/organization/dalsa,DALSA,|Software|,Software,CAN,ON,Toronto,Waterloo,/organization/teledyne-technologies,Teledyne Technologies,,,USA,CA,Los Angeles,Thousand Oaks,12/22/2010 0:00,2010-12,2010-Q4,2010,341000000,CAD
/organization/pizzatime,DameJidlo,|Marketplaces|Curated Web|,Marketplaces,CZE,,Prague,Prague,/organization/slevomat-ventures,Slevomat Ventures,,,CZE,,Prague,Prague,10/22/2012 0:00,2012-10,2012-Q4,2012,240000,USD
/organization/danger,Danger,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2/11/2008 0:00,2008-02,2008-Q1,2008,500000000,USD
/organization/danisco-a-s,Danisco A/S,|Dietary Supplements|Health and Wellness|Biotechnology|,Dietary Supplements,DNK,,Copenhagen,Copenhagen,/organization/dupont,DuPont,|Business Services|Agriculture|Automotive|Investment Management|,Business Services,USA,DE,"Wilmington, Delaware",Wilmington,1/9/2011 0:00,2011-01,2011-Q1,2011,6300000000,USD
/organization/dapper,Dapper,|Music|Web Tools|Advertising|,Music,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,10/5/2010 0:00,2010-10,2010-Q4,2010,55000000,USD
/organization/dashwire,Dashwire,|Mobile|,Mobile,USA,WA,Seattle,Seattle,/organization/htc,HTC Corp,|Hardware + Software|,Hardware + Software,TWN,,TWN - Other,Taoyüan,8/5/2011 0:00,2011-08,2011-Q3,2011,18500000,USD
/organization/data-domain,Data Domain,|Software|Enterprise Software|,Software,USA,MA,Boston,Hopkinton,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,7/8/2009 0:00,2009-07,2009-Q3,2009,2100000000,USD
/organization/data-transmission-network,Data Transmission Network,|Software|,Software,USA,NE,Omaha,Omaha,/organization/telvent-git,Telvent Git,|Services|Technology|Information Technology|Software|,Services,ESP,,Madrid,Alcobendas,9/15/2008 0:00,2008-09,2008-Q3,2008,445000000,USD
/organization/datacash,DataCash Group,|E-Commerce|,E-Commerce,GBR,,London,London,/organization/mastercard,MasterCard,|Business Services|Cloud Data Services|Payments|Software|,Payments,USA,NY,New York City,Purchase,8/20/2010 0:00,2010-08,2010-Q3,2010,520000000,USD
/organization/datasynapse,DataSynapse,|Software|,Software,USA,NY,New York City,New York,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,8/25/2009 0:00,2009-08,2009-Q3,2009,28000000,USD
/organization/datrix,Datrix,|Semiconductors|,Semiconductors,USA,CA,San Diego,Escondido,/organization/intricon,IntriCon,|Hardware + Software|,Hardware + Software,USA,MN,Minneapolis,Saint Paul,8/14/2009 0:00,2009-08,2009-Q3,2009,2500000,USD
/organization/datum-legal,Datum Legal,|Software|,Software,USA,NY,New York City,New York,/organization/integreon,Integreon,|Legal|,Legal,USA,NY,New York City,New York,5/1/2008 0:00,2008-05,2008-Q2,2008,10000000,USD
/organization/daum-communications,Daum Communications,|Curated Web|,Curated Web,KOR,,KOR - Other,,/organization/kakaotalk,Kakao Corp,|Software|,Software,KOR,,Seongnam,Seongnam,5/26/2014 0:00,2014-05,2014-Q2,2014,33000000000,USD
/organization/dava-pharmaceuticals,DAVA Pharmaceuticals,|Pharmaceuticals|,Pharmaceuticals,USA,NJ,Newark,Fort Lee,/organization/endo-health-solutions,Endo Health Solutions,|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,PA,Philadelphia,Malvern,6/24/2014 0:00,2014-06,2014-Q2,2014,575000000,USD
/organization/david-jones,David Jones,|Fashion|,Fashion,AUS,,Sydney,Sydney,/organization/woolworths-limited,Woolworths Limited,|Consumers|Retail|,Consumers,AUS,,Brisbane,New Farm,4/10/2014 0:00,2014-04,2014-Q2,2014,2000000000,USD
/organization/dax,DAX,|Software|,Software,USA,CA,Los Angeles,Culver City,/organization/prime-focus,Prime Focus,|Games|,Games,IND,,IND - Other,Goregaon,3/11/2014 0:00,2014-03,2014-Q1,2014,9100000,USD
/organization/dax-technologies,DAX Technologies,|Mobile|,Mobile,USA,NJ,Atlantic City,Newtonville,/organization/spirent,Spirent Communications,|Network Security|Location Based Services|Mobile|Wireless|Internet|VoIP|Public Relations|,VoIP,USA,CA,SF Bay Area,Sunnyvale,2/21/2014 0:00,2014-02,2014-Q1,2014,37000000,USD
/organization/day-software,Day Software,|Software|,Software,CHE,,Basel,Basel,/organization/adobe-systems,Adobe Systems,|Image Recognition|Design|Photo Editing|Creative|Software|,Photo Editing,USA,CA,SF Bay Area,San Jose,7/28/2010 0:00,2010-07,2010-Q3,2010,240000000,USD
/organization/dayport,DayPort,|Advertising|,Advertising,USA,CA,San Diego,Carlsbad,/organization/entriq,Entriq,|Distribution|Media|Video|Games|,Distribution,USA,CA,San Diego,Carlsbad,3/10/2008 0:00,2008-03,2008-Q1,2008,45000000,USD
/organization/dbaces,DBAces,|Software|Databases|,Software,ISR,,ISR - Other,Qiryat Ono,/organization/brillix,Brillix,,,ISR,,ISR - Other,,9/3/2014 0:00,2014-09,2014-Q3,2014,419000,USD
/organization/dbapparel,DBApparel,|Fashion|,Fashion,FRA,,Rueil-malmaison,Rueil-malmaison,/organization/hanesbrands,Hanesbrands,|E-Commerce|,E-Commerce,USA,NC,Winston-Salem,Winston Salem,6/25/2014 0:00,2014-06,2014-Q2,2014,528000000,USD
/organization/dealer-com,Dealer.com,|Advertising|,Advertising,USA,VT,Montpelier,Burlington,/organization/dealertrack,DealerTrack,|Technology|Business Services|Finance|,Technology,USA,NY,Long Island,Hempstead,12/19/2013 0:00,2013-12,2013-Q4,2013,1000000000,USD
/organization/dealguru,Dealguru,|E-Commerce|,E-Commerce,SGP,,Singapore,Singapore,/organization/ibuy,iBuy,|E-Commerce|,E-Commerce,SGP,,Singapore,Singapore,12/7/2013 0:00,2013-12,2013-Q4,2013,34000000,USD
/organization/dealon,DealOn,|Coupons|Group Buying|E-Commerce|,E-Commerce,USA,NJ,Newark,Somerville,/organization/reachlocal,ReachLocal,|Semantic Search|SEO|Social Media|Sales and Marketing|Web Presence Management|Internet Marketing|Advertising|,Advertising,JPN,,Tokyo,Tokyo,3/15/2011 0:00,2011-03,2011-Q1,2011,10000000,USD
/organization/dealon,DealOn,|Coupons|Group Buying|E-Commerce|,E-Commerce,USA,NJ,Newark,Somerville,/organization/reachlocal,ReachLocal,|Semantic Search|SEO|Social Media|Sales and Marketing|Web Presence Management|Internet Marketing|Advertising|,Advertising,JPN,,Tokyo,Tokyo,2/15/2011 0:00,2011-02,2011-Q1,2011,10000000,USD
/organization/debtfolio,DebtFolio,|Finance|,Finance,USA,CT,Hartford,Hartford,/organization/thestreet,TheStreet,|Finance|,Finance,USA,NY,New York City,New York,6/24/2008 0:00,2008-06,2008-Q2,2008,1200000,USD
/organization/decisionone,DecisionOne,|Software|,Software,USA,PA,PA - Other,Devon,/organization/glodyne-technoserve,Glodyne Technoserve,|Software|,Software,IND,,Mumbai,Mumbai,7/2/2010 0:00,2010-07,2010-Q3,2010,104000000,USD
/organization/deepmind,DeepMind,|Software|,Software,GBR,,London,London,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,1/26/2014 0:00,2014-01,2014-Q1,2014,500000000,USD
/organization/definiens,Definiens,|Health Care|Image Recognition|Data Mining|Analytics|,Data Mining,DEU,,Munich,Munich,/organization/medimmune,MedImmune,|Biotechnology|,Biotechnology,USA,LA,LA - Other,Maryland,11/4/2014 0:00,2014-11,2014-Q4,2014,150000000,USD
/organization/delta-trust-bank,Delta Trust & Bank,|Finance|,Finance,USA,AR,Little Rock,Little Rock,/organization/simmons-first-national-corporation,Simmons First National Corporation,|Finance|,Finance,USA,AR,AR - Other,Plainview,3/24/2014 0:00,2014-03,2014-Q1,2014,66000000,USD
/organization/deltak-edu,Deltak.edu,|K-12 Education|Education|,K-12 Education,,,,,/organization/john-wiley-sons,John Wiley & Sons,|Education|,Education,USA,NJ,Newark,Hoboken,10/3/2012 0:00,2012-10,2012-Q4,2012,220000000,USD
/organization/deltek,Deltek,|Enterprise Software|Software|,Enterprise Software,USA,VA,"Washington, D.C.",Herndon,/organization/thoma-bravo,Thoma Bravo,|Application Performance Monitoring|Cyber Security|Software|Enterprise Software|,Cyber Security,USA,IL,Chicago,Chicago,8/27/2012 0:00,2012-08,2012-Q3,2012,1100000000,USD
/organization/demandforce,Demandforce,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,4/27/2012 0:00,2012-04,2012-Q2,2012,423500000,USD
/organization/demandtec,DemandTec,|Software|,Software,USA,CA,SF Bay Area,San Carlos,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,12/8/2011 0:00,2011-12,2011-Q4,2011,440000000,USD
/organization/demets-candy-company,DeMet’s Candy Company,|Manufacturing|,Manufacturing,,,,,/organization/yldz,Yıldız,|Hospitality|,Hospitality,,,,,12/27/2013 0:00,2013-12,2013-Q4,2013,221000000,USD
/organization/dba-dk,Den Bla Avis,|Curated Web|,Curated Web,DNK,,DNK - Other,Højbjerg,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,10/6/2008 0:00,2008-10,2008-Q4,2008,380000000,USD
/organization/denville-scientific,Denville Scientific,|Biotechnology|,Biotechnology,USA,NJ,Newark,South Plainfield,/organization/harvard-bioscience,Harvard Bioscience,|Biotechnology|,Biotechnology,USA,MA,Boston,Holliston,9/3/2009 0:00,2009-09,2009-Q3,2009,25500000,USD
/organization/deremate-com-de-argentina,Deremate.Com De Argentina,|Software|,Software,ARG,,Buenos Aires,Buenos Aires,/organization/mercadolibre,MercadoLibre,|Business Services|E-Commerce|,Business Services,ARG,,Buenos Aires,Buenos Aires,8/25/2008 0:00,2008-08,2008-Q3,2008,40000000,USD
/organization/design-within-reach,Design Within Reach,|Designers|Indoor Positioning|Retail|E-Commerce|,Indoor Positioning,USA,CT,Hartford,Stamford,/organization/herman-miller,Herman Miller,|Manufacturing|,Manufacturing,USA,MI,Grand Rapids,Zeeland,9/17/2014 0:00,2014-09,2014-Q3,2014,154000000,USD
/organization/designart-networks,DesignArt Networks,|Software|,Software,ISR,,Tel Aviv,Ra'anana,/organization/qualcomm,Qualcomm,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,8/23/2012 0:00,2012-08,2012-Q3,2012,144000000,USD
/organization/assistly,Desk,|Customer Support Tools|Tech Field Support|Customer Service|CRM|SaaS|Enterprise Software|,Customer Support Tools,USA,CA,SF Bay Area,San Francisco,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Software,USA,CA,SF Bay Area,San Francisco,9/21/2011 0:00,2011-09,2011-Q3,2011,50000000,USD
/organization/devcon-security-systems,Devcon Security Systems,|Security|,Security,USA,FL,Ft. Lauderdale,Hollywood,/organization/adt-security,ADT Security,|Home Automation|Consumer Electronics|Security|,Consumer Electronics,,,,,8/8/2013 0:00,2013-08,2013-Q3,2013,148500000,USD
/organization/devgen,Devgen,|Agriculture|Biotechnology|,Agriculture,BEL,,Brussels,Gent,/organization/syngenta,Syngenta,|Technology|Chemicals|Agriculture|,Chemicals,CHE,,Basel,Basel,9/21/2012 0:00,2012-09,2012-Q3,2012,523000000,USD
/organization/dexia,Dexia,|Finance|,Finance,,,,,/organization/new-york-life-insurance-co,New York Life Insurance Co,|Insurance|Finance|,Insurance,USA,NY,New York City,New York,9/1/2013 0:00,2013-09,2013-Q3,2013,512000000,USD
/organization/diagnostic-hybrids,Diagnostic Hybrids,|Biotechnology|,Biotechnology,USA,OH,OH - Other,Athens,/organization/quidel,Quidel,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,1/12/2010 0:00,2010-01,2010-Q1,2010,130000000,USD
/organization/diagnotec,Diagnotec,|Biotechnology|,Biotechnology,CHL,,Santiago,Santiago,/organization/laboratorios-andromaco,Laboratorios Andromaco,|Biotechnology|,Biotechnology,ESP,,ESP - Other,Santiago De Calatrava,8/29/2008 0:00,2008-08,2008-Q3,2008,3600000,USD
/organization/dial-assurance,Dial Assurance,|Web Hosting|,Web Hosting,USA,CT,Hartford,Stamford,/organization/sitestar,Sitestar,|Web Hosting|,Web Hosting,USA,VA,Roanoke,Lynchburg,3/1/2008 0:00,2008-03,2008-Q1,2008,23000,USD
/organization/dialogic,Dialogic,|Communications Infrastructure|Networking|Software|,Communications Infrastructure,USA,CA,SF Bay Area,San Jose,/organization/novacap,Novacap,|Investment Management|,Investment Management,CAN,QC,Montreal,Longueuil,10/12/2014 0:00,2014-10,2014-Q4,2014,35300000,USD
/organization/diamond-game-enterprises,DIAMOND GAME ENTERPRISES,|Games|,Games,USA,CA,Los Angeles,Chatsworth,/organization/amaya-gaming,Amaya Gaming,|Lotteries|Gambling|Technology|,Technology,CAN,QC,Montreal,Pointe-claire,6/17/2013 0:00,2013-06,2013-Q2,2013,25000000,USD
/organization/diamondware,DiamondWare,|Software|,Software,USA,AZ,Phoenix,Mesa,/organization/nortel-networks,Nortel Networks,|Audio|Telecommunications|VoIP|Mobile|,Mobile,CAN,ON,Toronto,Toronto,8/19/2008 0:00,2008-08,2008-Q3,2008,8000000,USD
/organization/dieletric-parent-corp,Dieletric parent corp,|Hardware + Software|,Hardware + Software,USA,NC,Charlotte,Charlotte,/organization/sinclair-broadcast-group,Sinclair Broadcast Group,|Advertising|,Advertising,USA,MD,Baltimore,Hunt Valley,6/18/2013 0:00,2013-06,2013-Q2,2013,5000000,USD
/organization/digeo,Digeo,|Hardware + Software|,Hardware + Software,USA,WA,Seattle,Kirkland,/organization/arris-group,Arris Group,|Public Relations|,Public Relations,USA,GA,Atlanta,Suwanee,9/22/2009 0:00,2009-09,2009-Q3,2009,20000000,USD
/organization/digg,Digg,|Design|Technology|Social Bookmarking|Web Tools|Social Media|News|,News,USA,NY,New York City,New York,/organization/betaworks,betaworks,|Collaboration|Coworking|Social Media|,Coworking,USA,NY,New York City,New York,7/12/2012 0:00,2012-07,2012-Q3,2012,500000,USD
/organization/digital-forest,Digital Forest,|Enterprise Software|,Enterprise Software,JPN,,Tokyo,Tokyo,/organization/ntt-communications,NTT Communications,|Telecommunications|Web Hosting|,Web Hosting,JPN,,Tokyo,Tokyo,3/26/2009 0:00,2009-03,2009-Q1,2009,24820000,USD
/organization/digital-fuel,Digital Fuel,|Software|,Software,USA,CA,SF Bay Area,San Mateo,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,6/13/2011 0:00,2011-06,2011-Q2,2011,85000000,USD
/organization/digital-insight,Digital Insight,|Curated Web|,Curated Web,USA,CA,Los Angeles,Westlake Village,/organization/thoma-bravo,Thoma Bravo,|Application Performance Monitoring|Cyber Security|Software|Enterprise Software|,Cyber Security,USA,IL,Chicago,Chicago,7/1/2013 0:00,2013-07,2013-Q3,2013,1024999999,USD
/organization/digital-insight,Digital Insight,|Curated Web|,Curated Web,USA,CA,Los Angeles,Westlake Village,/organization/ncr,NCR,|Software|,Software,USA,GA,Atlanta,Duluth,1/1/2014 0:00,2014-01,2014-Q1,2014,1650000000,USD
/organization/digital-instructor,Digital Instructor,|Software|,Software,USA,CO,Denver,Boulder,/organization/adex-media,AdEx Media,|Advertising|,Advertising,USA,CA,SF Bay Area,Mountain View,8/12/2008 0:00,2008-08,2008-Q3,2008,8240000,USD
/organization/digital-river,Digital River,|Cloud Data Services|Payments|Retail|E-Commerce|,Payments,USA,MN,Minneapolis,Minnetonka,/organization/siris-capital-group,Siris Capital Group,,,USA,NY,New York City,New York,10/23/2014 0:00,2014-10,2014-Q4,2014,840000000,USD
/organization/digital-tutors-pl-studios,Digital-Tutors,|Education|,Education,USA,OK,Oklahoma City,Oklahoma City,/organization/pluralsight,Pluralsight,|Education|,Education,USA,UT,UT - Other,Cedar Valley,4/9/2014 0:00,2014-04,2014-Q2,2014,45000000,USD
/organization/digitalsmiths,Digitalsmiths,|Web Development|Video|Software|,Video,USA,NC,Raleigh,Durham,/organization/tivo,TiVo,|Television|Hardware + Software|,Television,USA,CA,CA - Other,Alviso,1/29/2014 0:00,2014-01,2014-Q1,2014,135000000,USD
/organization/dihon-pharmaceutical,Dihon Pharmaceutical,|Medical|Health and Wellness|Pharmaceuticals|,Health and Wellness,CHN,,CHN - Other,Yünnan,/organization/bayer-ag-germany,Bayer AG,|Pharmaceuticals|Biotechnology|,Pharmaceuticals,DEU,,Leverkusen,Leverkusen,11/5/2014 0:00,2014-11,2014-Q4,2014,589000000,USD
/organization/diig,DIIG,|Real Estate|,Real Estate,GBR,,GBR - Other,,/organization/dmgt-plc,DMGT,|Software|,Software,GBR,,London,London,10/27/2013 0:00,2013-10,2013-Q4,2013,75000000,GBP
/organization/dimdim,Dimdim,|Curated Web|,Curated Web,USA,MA,Boston,Lowell,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Software,USA,CA,SF Bay Area,San Francisco,1/6/2011 0:00,2011-01,2011-Q1,2011,31000000,USD
/organization/direct-medical-data,Direct Medical Data,|Enterprise Software|,Enterprise Software,USA,IL,Chicago,Des Plaines,/organization/aptilon-corporation,Aptilon Corporation,,,,,,,9/19/2009 0:00,2009-09,2009-Q3,2009,31440000,USD
/organization/directech-southwest,DirecTECH Southwest,|Hardware + Software|,Hardware + Software,USA,LA,"Lafayette, Louisiana",Lafayette,/organization/multiband,Multiband,|Public Relations|,Public Relations,USA,PA,Philadelphia,New Hope,9/27/2008 0:00,2008-09,2008-Q3,2008,4950000,USD
/organization/directi,Directi,|E-Commerce|,E-Commerce,IND,,Mumbai,Mumbai,/organization/endurance-international,Endurance International,|Information Technology|Software|Web Hosting|,Software,USA,MA,Boston,Burlington,9/11/2013 0:00,2013-09,2013-Q3,2013,110000000,USD
/organization/direvo-biotech,DIREVO Industrial Biotechnology,|Biotechnology|,Biotechnology,DEU,,Cologne,Cologne,/organization/bayer,Bayer HealthCare,|Health Care|Diabetes|Biotechnology|,Health Care,DEU,,Leverkusen,Leverkusen,9/16/2008 0:00,2008-09,2008-Q3,2008,297430000,USD
/organization/discount-drug-stores,Discount Drug Stores,|Medical|Pharmaceuticals|,Pharmaceuticals,AUS,,AUS - Other,,/organization/sigma-pharmaceuticals,Sigma Pharmaceuticals,|Biotechnology|,Biotechnology,,,,,9/8/2014 0:00,2014-09,2014-Q3,2014,26700000,USD
/organization/discovery-mining,Discovery Mining,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/interwoven,Interwoven,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Jose,7/23/2008 0:00,2008-07,2008-Q3,2008,36000000,USD
/organization/distimo,Distimo,|Business Intelligence|Analytics|App Stores|Mobile|,Business Intelligence,NLD,,Utrecht,Utrecht,/organization/app-annie,App Annie,|Analytics|,Analytics,USA,CA,SF Bay Area,San Francisco,5/28/2014 0:00,2014-05,2014-Q2,2014,39000000,USD
/organization/distra,Distra,|Software|,Software,AUS,,Sydney,Sydney,/organization/aci-worldwide,ACI Worldwide,|Software|,Software,USA,FL,"Naples, Florida",Naples,9/1/2012 0:00,2012-09,2012-Q3,2012,49000000,USD
/organization/ditech-networks,Ditech Networks,|VoIP|Mobile|,VoIP,USA,CA,SF Bay Area,San Jose,/organization/nuance,Nuance Communications,|Software|,Software,USA,MA,Boston,Burlington,9/18/2012 0:00,2012-09,2012-Q3,2012,22500000,USD
/organization/divestco-usa,Divestco USA,|Software|,Software,USA,CO,Denver,Denver,/organization/ihs,IHS,|Software|,Software,USA,CO,Denver,Englewood,9/5/2008 0:00,2008-09,2008-Q3,2008,3000000,USD
/organization/divide,Divide,|Software|,Software,USA,NY,New York City,New York,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,5/20/2014 0:00,2014-05,2014-Q2,2014,120000000,USD
/organization/division-5-technology,Division 5 Technology,|Software|,Software,,,,,/organization/gcf-international,GCF International,|Software|,Software,,,,,12/17/2010 0:00,2010-12,2010-Q4,2010,1200000000,USD
/organization/divx,DivX,|Video|Software|,Software,USA,CA,San Diego,San Diego,/organization/sonic-solutions,Sonic Solutions,|Software|,Software,USA,CA,SF Bay Area,Novato,6/2/2010 0:00,2010-06,2010-Q2,2010,323000000,USD
/organization/diwip,diwip,|Facebook Applications|Gambling|Games|,Facebook Applications,ISR,,Tel Aviv,Tel Aviv,/organization/the-imperus,Imperus,|Mobile Games|Gambling|Social Games|,Mobile Games,CAN,ON,Toronto,Mississauga,10/16/2014 0:00,2014-10,2014-Q4,2014,100000000,USD
/organization/doctape,doctape,|Curated Web|,Curated Web,DEU,,Hanover,Hanover,/organization/atlassian,Atlassian,|Web Tools|Collaboration|Enterprise Software|,Enterprise Software,AUS,,Sydney,Sydney,9/12/2014 0:00,2014-09,2014-Q3,2014,7500000,USD
/organization/doctrackr,docTrackr,|PaaS|SaaS|Enterprises|Finance|Analytics|Document Management|Security|,Enterprises,FRA,,Paris,Paris,/organization/intralinks,Intralinks,|Software|,Software,USA,NY,New York City,New York,4/25/2014 0:00,2014-04,2014-Q2,2014,10000000,USD
/organization/documental-solutions,Documental Solutions,|Software|,Software,USA,VA,"Washington, D.C.",Falls Church,/organization/janes-information-group,Jane's Information Group,|Software|,Software,GBR,,Coulsdon,Coulsdon,9/4/2008 0:00,2008-09,2008-Q3,2008,24500000,USD
/organization/docverse,DocVerse,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,12/5/2009 0:00,2009-12,2009-Q4,2009,25000000,USD
/organization/dolce-vita,Dolce Vita,|E-Commerce|Fashion|,Fashion,USA,NY,New York City,New York,/organization/steve-madden,Steve Madden,|Retail|Shoes|Design|,Design,,,,,8/18/2014 0:00,2014-08,2014-Q3,2014,60000000,USD
/organization/doliage,Doliage,|Health Care|Medical|Pharmaceuticals|,Medical,FRA,,Paris,Suresnes,/organization/nicox,NicOx,|Biotechnology|,Biotechnology,FRA,,Nice,Valbonne,9/16/2014 0:00,2014-09,2014-Q3,2014,5000000,EUR
/organization/dont-shoot-enterprises,Don't Shoot Enterprises,|Enterprise Software|,Enterprise Software,USA,IL,Chicago,Lisle,/organization/repeatseat,RepeatSeat,|Games|,Games,CAN,AB,Calgary,Calgary,4/26/2008 0:00,2008-04,2008-Q2,2008,20000,USD
/organization/doremi-labs,Doremi Labs,|Digital Entertainment|Hardware + Software|,Hardware + Software,USA,CA,Los Angeles,Burbank,/organization/dolby-laboratories,Dolby Laboratories,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,San Francisco,2/24/2014 0:00,2014-02,2014-Q1,2014,92500000,USD
/organization/dotomi,Dotomi,|Advertising|,Advertising,USA,IL,Chicago,Chicago,/organization/valueclick,ValueClick,|Advertising|,Advertising,,,,,8/2/2011 0:00,2011-08,2011-Q3,2011,295000000,USD
/organization/double-helix,Double Helix,|Consulting|,Consulting,GBR,,London,London,/organization/mccann-health,McCann Health,,,,,,,6/25/2012 0:00,2012-06,2012-Q2,2012,50000000,GBP
/organization/double-take-software,Double-Take Software,|Software|,Software,USA,MA,Boston,Southborough,/organization/social-solutions,Social Solutions,|Enterprise Software|Software|,Enterprise Software,USA,MD,Baltimore,Baltimore,5/17/2010 0:00,2010-05,2010-Q2,2010,242000000,USD
/organization/doubleclick,DoubleClick,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,3/11/2008 0:00,2008-03,2008-Q1,2008,3100000000,USD
